model,method,seed,n,path,fidelity,stability,sparsity,faithfulness_gap,cost
xgb,lime,123,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_lime\seed_123\n_50\results.json,0.5374651075365516,0.0028218544914167436,0.08319444444444443,0.372786765882629,465.26437
xgb,lime,123,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_lime\seed_123\n_100\results.json,0.5498114781984557,0.0029897580495746676,0.08372685185185183,0.3696579395508161,66.546925
xgb,lime,123,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_lime\seed_123\n_200\results.json,0.5536890653475366,0.00393865283530308,0.08462962962962962,0.37457939082283703,60.71602000000001
xgb,lime,456,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_lime\seed_456\n_50\results.json,0.5725855042447887,0.0035530486524867227,0.0862962962962963,0.39439713342406324,208.51624499999997
xgb,lime,456,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_lime\seed_456\n_100\results.json,0.5569654982523439,0.003774445404465448,0.08546296296296294,0.37921811539003103,61.46907999999999
xgb,lime,456,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_lime\seed_456\n_200\results.json,0.5704603775663168,0.0036092305800800896,0.08582175925925924,0.38641883430915186,65.73424375
xgb,lime,789,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_lime\seed_789\n_50\results.json,0.573285421248094,0.02098561733703153,0.08675925925925926,0.379713317482383,65.810455
xgb,lime,789,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_lime\seed_789\n_100\results.json,0.5693322194251023,0.023447332295112693,0.08518518518518517,0.3768657752215222,58.89135999999999
xgb,lime,789,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_lime\seed_789\n_200\results.json,0.5571246669081514,0.02212870060175396,0.08337962962962962,0.3734347660169442,51.02049374999999
xgb,lime,999,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_lime\seed_999\n_50\results.json,0.5510387483645798,0.019355832001425054,0.08416666666666664,0.36177216163137926,431.13404
xgb,lime,999,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_lime\seed_999\n_100\results.json,0.5505469452992569,0.01787003713656436,0.08333333333333331,0.3758641170334886,61.534324999999995
xgb,lime,999,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_lime\seed_999\n_200\results.json,0.5558011343164173,0.017041332444458095,0.08407407407407405,0.3667113601429446,64.39071375
xgb,shap,42,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_shap\seed_42\n_50\results.json,0.7824505062109804,0.5984453159520303,0.35407407407407404,0.44040421546204017,18.238065000000002
xgb,shap,42,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_shap\seed_42\n_100\results.json,0.7779008570263747,0.610748973123999,0.3528935185185185,0.4285556142270798,17.562040000000003
xgb,shap,42,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_shap\seed_42\n_200\results.json,0.7815940054253062,0.6127829623979423,0.3545138888888889,0.4303789181591128,15.74288375
xgb,shap,123,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_shap\seed_123\n_50\results.json,0.7259101057667467,0.5907511005730562,0.4010185185185185,0.4270212282950524,18.128205
xgb,shap,123,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_shap\seed_123\n_100\results.json,0.7291295289617881,0.5752512866836785,0.40182870370370366,0.4307809158315649,17.7470525
xgb,shap,123,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_shap\seed_123\n_200\results.json,0.7241276937291683,0.5849216163503936,0.4017824074074074,0.4372782713800552,18.842625
xgb,shap,456,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_shap\seed_456\n_50\results.json,0.7588960738166333,0.5383470810345847,0.38935185185185184,0.4337397306924686,20.76486
xgb,shap,456,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_shap\seed_456\n_100\results.json,0.7560225362127839,0.5471271441772854,0.38942129629629635,0.4240124963177368,19.5686775
xgb,shap,456,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_shap\seed_456\n_200\results.json,0.7612080965075961,0.5310739998696135,0.39020833333333327,0.4244098363845842,17.70229625
xgb,shap,789,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_shap\seed_789\n_50\results.json,0.7085356586803817,0.5256376563776947,0.3688888888888889,0.43486607280559836,17.378880000000002
xgb,shap,789,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_shap\seed_789\n_100\results.json,0.7003788513033187,0.5427090779580288,0.3692129629629629,0.42436974882613865,20.78755
xgb,shap,789,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_shap\seed_789\n_200\results.json,0.7077357111659537,0.5386809617638683,0.36979166666666674,0.42616884886985645,15.902175
xgb,shap,999,50,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_shap\seed_999\n_50\results.json,0.8208890629008735,0.6145541979179703,0.36620370370370364,0.4359399726137053,55.292055
xgb,shap,999,100,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_shap\seed_999\n_100\results.json,0.8287331801560335,0.6098289618126886,0.36618055555555556,0.44182743363140614,19.4844675
xgb,shap,999,200,C:\Users\jonna\Github\xai-eval-framework\experiments\exp2_scaled\results\xgb_shap\seed_999\n_200\results.json,0.8203268264260608,0.6066299125036998,0.36520833333333336,0.4318299848944298,17.4257725
