experiment,dataset,model,explainer,seed,n,source,path,fidelity,stability,sparsity,faithfulness_gap,cost,duration_s
exp2,adult,xgb,lime,999,200,raw,experiments/exp2_scaled/results/xgb_lime/seed_999/n_200/results.json,0.5558011343164173,0.017041332444458095,0.08407407407407405,0.3667113601429446,3.9243753185837704,51.512571
exp2,adult,xgb,shap,42,50,raw,experiments/exp2_scaled/results/xgb_shap/seed_42/n_50/results.json,0.7824505062109804,0.5984453159520303,0.35407407407407404,0.44040421546204017,1.04862606000097,3.647613
exp2,adult,xgb,shap,42,100,raw,experiments/exp2_scaled/results/xgb_shap/seed_42/n_100/results.json,0.7779008570263747,0.610748973123999,0.3528935185185185,0.4285556142270798,1.008785933663603,7.024816
exp2,adult,xgb,shap,42,200,raw,experiments/exp2_scaled/results/xgb_shap/seed_42/n_200/results.json,0.7815940054253062,0.6127829623979423,0.3545138888888889,0.4303789181591128,0.946990915981587,12.594307
exp2,adult,xgb,shap,123,50,raw,experiments/exp2_scaled/results/xgb_shap/seed_123/n_50/results.json,0.7259101057667467,0.5907511005730562,0.4010185185185185,0.4270212282950524,1.055264586029807,3.625641
exp2,adult,xgb,shap,123,100,raw,experiments/exp2_scaled/results/xgb_shap/seed_123/n_100/results.json,0.7291295289617881,0.5752512866836785,0.40182870370370366,0.4307809158315649,1.047698635047709,7.098821
exp2,adult,xgb,shap,123,200,raw,experiments/exp2_scaled/results/xgb_shap/seed_123/n_200/results.json,0.7241276937291683,0.5849216163503936,0.4017824074074074,0.4372782713800552,1.0856422736833338,15.0741
exp2,adult,xgb,shap,456,50,raw,experiments/exp2_scaled/results/xgb_shap/seed_456/n_50/results.json,0.7588960738166333,0.5383470810345847,0.38935185185185184,0.4337397306924686,1.1619280605373206,4.152972
exp2,adult,xgb,shap,456,100,raw,experiments/exp2_scaled/results/xgb_shap/seed_456/n_100/results.json,0.7560225362127839,0.5471271441772854,0.38942129629629635,0.4240124963177368,1.103776283271145,7.827471
exp2,adult,xgb,shap,456,200,raw,experiments/exp2_scaled/results/xgb_shap/seed_456/n_200/results.json,0.7612080965075961,0.5310739998696135,0.39020833333333327,0.4244098363845842,1.0561131261420087,14.161837
exp2,adult,xgb,shap,789,50,raw,experiments/exp2_scaled/results/xgb_shap/seed_789/n_50/results.json,0.7085356586803817,0.5256376563776947,0.3688888888888889,0.43486607280559836,1.026652269938495,3.475776
exp2,adult,xgb,shap,789,100,raw,experiments/exp2_scaled/results/xgb_shap/seed_789/n_100/results.json,0.7003788513033187,0.5427090779580288,0.3692129629629629,0.42436974882613865,1.1602774200036947,8.31502
exp2,adult,xgb,shap,789,200,raw,experiments/exp2_scaled/results/xgb_shap/seed_789/n_200/results.json,0.7077357111659537,0.5386809617638683,0.36979166666666674,0.42616884886985645,0.9591223993629683,12.72174
exp2,adult,xgb,shap,999,50,raw,experiments/exp2_scaled/results/xgb_shap/seed_999/n_50/results.json,0.8208890629008735,0.6145541979179703,0.36620370370370364,0.4359399726137053,3.0639125002198853,11.058411
exp2,adult,xgb,shap,999,100,raw,experiments/exp2_scaled/results/xgb_shap/seed_999/n_100/results.json,0.8287331801560335,0.6098289618126886,0.36618055555555556,0.44182743363140614,1.132346539743594,7.793787
exp2,adult,xgb,shap,999,200,raw,experiments/exp2_scaled/results/xgb_shap/seed_999/n_200/results.json,0.8203268264260608,0.6066299125036998,0.36520833333333336,0.4318299848944298,1.038869274634635,13.940618
exp3,breast_cancer,rf,anchors,123,100,raw,experiments/exp3_cross_dataset/results/breast_cancer/rf_anchors/seed_123/n_100/results.json,0.24952044624373995,0.32533247228080137,0.06871345029239766,0.12885964912280704,4112.3479499988125,6679.806376
exp3,breast_cancer,rf,anchors,42,100,raw,experiments/exp3_cross_dataset/results/breast_cancer/rf_anchors/seed_42/n_100/results.json,0.20513462495026707,0.27637608998725727,0.06959064327485379,0.07219298245614034,4763.114403511537,6884.69816
exp3,breast_cancer,rf,anchors,456,100,raw,experiments/exp3_cross_dataset/results/breast_cancer/rf_anchors/seed_456/n_100/results.json,0.3397668085212883,0.3098148416103993,0.06812865497076022,0.10157894736842107,4158.198762278628,6567.670648
exp3,breast_cancer,rf,shap,123,100,raw,experiments/exp3_cross_dataset/results/breast_cancer/rf_shap/seed_123/n_100/results.json,0.7664599015703526,0.9460612549068768,0.9780701754385966,0.30412280701754385,1008.00632456677,122.49825
exp3,breast_cancer,rf,shap,42,100,raw,experiments/exp3_cross_dataset/results/breast_cancer/rf_shap/seed_42/n_100/results.json,0.7305652893217536,0.9415957825511762,0.9821637426900585,0.25535087719298244,1003.5125112310134,132.762636
exp3,breast_cancer,rf,shap,456,100,raw,experiments/exp3_cross_dataset/results/breast_cancer/rf_shap/seed_456/n_100/results.json,0.8384839164759338,0.9717101572240963,0.9754385964912281,0.27394736842105266,1003.0285113964949,120.9004
exp3,breast_cancer,xgb,anchors,123,100,raw,experiments/exp3_cross_dataset/results/breast_cancer/xgb_anchors/seed_123/n_100/results.json,0.15797053091560195,0.46415760700707964,0.06929824561403508,0.07536313724561121,2427.708196491534,2680.10929
exp3,breast_cancer,xgb,anchors,42,100,raw,experiments/exp3_cross_dataset/results/breast_cancer/xgb_anchors/seed_42/n_100/results.json,0.16040979067958522,0.4589910841121338,0.06900584795321636,0.11916393964865915,1995.7900999957417,2641.375523
exp3,breast_cancer,xgb,anchors,456,100,raw,experiments/exp3_cross_dataset/results/breast_cancer/xgb_anchors/seed_456/n_100/results.json,0.30546288159086504,0.5168270676175222,0.06871345029239766,0.07690619231454962,1911.6669622854445,2361.417726
exp3,breast_cancer,xgb,shap,123,100,raw,experiments/exp3_cross_dataset/results/breast_cancer/xgb_shap/seed_123/n_100/results.json,0.5438052329189592,0.956060764451572,0.3333333333333333,0.2425335932588368,1002.4300482442701,339.413051
exp3,breast_cancer,xgb,shap,42,100,raw,experiments/exp3_cross_dataset/results/breast_cancer/xgb_shap/seed_42/n_100/results.json,0.5869631103893852,0.9383155323819916,0.3333333333333333,0.3638431278962168,1002.6831254312001,339.286709
exp3,breast_cancer,xgb,shap,456,100,raw,experiments/exp3_cross_dataset/results/breast_cancer/xgb_shap/seed_456/n_100/results.json,0.6887420536997271,0.964965538280241,0.3333333333333333,0.43920627707746207,1002.828650880123,336.311102
exp3,german_credit,rf,anchors,123,100,raw,experiments/exp3_cross_dataset/results/german_credit/rf_anchors/seed_123/n_100/results.json,0.3535340625768733,0.6667735313763588,0.1164597744717142,0.11248554913294798,3182.8652525203656,7545.681334
exp3,german_credit,rf,anchors,42,100,raw,experiments/exp3_cross_dataset/results/german_credit/rf_anchors/seed_42/n_100/results.json,0.3438226383735196,0.6738751147687009,0.1197554876354543,0.10423728813559321,3343.3356933953296,8239.500117
exp3,german_credit,rf,anchors,456,100,raw,experiments/exp3_cross_dataset/results/german_credit/rf_anchors/seed_456/n_100/results.json,0.3556640802309049,0.6755288126728306,0.10812091348431724,0.11052023121387283,3240.493939653247,7334.867607
exp3,german_credit,rf,shap,123,100,raw,experiments/exp3_cross_dataset/results/german_credit/rf_shap/seed_123/n_100/results.json,0.7138148430158309,0.9852331883879646,0.8968065952809628,0.15115606936416187,1003.9873492890159,202.573127
exp3,german_credit,rf,shap,42,100,raw,experiments/exp3_cross_dataset/results/german_credit/rf_shap/seed_42/n_100/results.json,0.71160773673701,0.9875155621252147,0.9032138557006575,0.14192090395480225,1003.6029718587531,207.591045
exp3,german_credit,rf,shap,456,100,raw,experiments/exp3_cross_dataset/results/german_credit/rf_shap/seed_456/n_100/results.json,0.7156467023680949,0.9830576937170111,0.9245712119776368,0.15248554913294796,1003.3139827283183,202.589245
exp3,german_credit,xgb,anchors,123,100,raw,experiments/exp3_cross_dataset/results/german_credit/xgb_anchors/seed_123/n_100/results.json,0.4779320192841855,0.6347251421294661,0.06408345752608048,0.19893884023820813,1222.8128445738714,1569.30933
exp3,german_credit,xgb,anchors,42,100,raw,experiments/exp3_cross_dataset/results/german_credit/xgb_anchors/seed_42/n_100/results.json,0.4430087414044732,0.6930468312342816,0.06818591244820753,0.22419956805450575,1281.986012609895,1758.945268
exp3,german_credit,xgb,anchors,456,100,raw,experiments/exp3_cross_dataset/results/german_credit/xgb_anchors/seed_456/n_100/results.json,0.4311686058569679,0.7041704882210618,0.07051927832219068,0.22606528854236924,1292.229460234103,1950.336222
exp3,german_credit,xgb,shap,123,100,raw,experiments/exp3_cross_dataset/results/german_credit/xgb_shap/seed_123/n_100/results.json,0.76701827271778,0.610190913040192,0.7596870342771982,0.2120032956485044,1001.4291756988728,180.282866
exp3,german_credit,xgb,shap,42,100,raw,experiments/exp3_cross_dataset/results/german_credit/xgb_shap/seed_42/n_100/results.json,0.6722555663174712,0.6059341215650347,0.8159791028643488,0.22605489824826902,1001.4050807197907,186.293275
exp3,german_credit,xgb,shap,456,100,raw,experiments/exp3_cross_dataset/results/german_credit/xgb_shap/seed_456/n_100/results.json,0.6931378566833436,0.5881479933232984,0.8406447476875172,0.2310889464017399,1001.3633310726207,183.283071
