experiment_name,dataset,duration,model,explainer,cost_mean,cost_std,sparsity_mean,sparsity_std,fidelity_mean,fidelity_std,faithfulness_gap_mean,faithfulness_gap_std,stability_mean,stability_std,cf_sensitivity_mean,cf_sensitivity_std
exp2_rf_anchors_s456_n100,adult,26195.859562,adult_rf,anchors,54325.27520929038,86572.85925587468,0.1733796296296296,0.2404350578868284,0.29355230753577566,0.23466297273334127,0.19531125,0.19698746963419259,0.0005299034205082175,0.0030968763432583737,,
exp2_mlp_shap_s789_n50,adult,219.621659,adult_mlp,shap,60.20744852605276,6.637848246273312,0.09259259259259257,1.3877787807814457e-17,0.7112552006389613,0.1480929624816308,0.42022827646143457,0.30563931374155445,0.3339648485900698,0.24454768916736422,,
exp2_svm_shap_s456_n100,adult,74053.438569,adult_svm,shap,96108.92272993679,9219.822503138566,0.09259259259259257,1.3877787807814457e-17,0.9607747455422144,0.024372973015930423,0.6796053715433127,0.09835222303306684,0.9684097918942947,0.027158194782172518,,
exp2_xgb_anchors_s999_n200,adult,3829.031526,adult_xgb,anchors,3521.5745801046432,16666.2381739019,0.06336805555555555,0.09945489114101283,0.3172583091309699,0.21308797492804432,0.2185810994237545,0.242412536818105,0.000245884766389125,0.0024026805894648362,,
exp2_logreg_anchors_s42_n100,adult,1176.303824,adult_logreg,anchors,1125.4655393874964,1910.6295229066873,0.03400462962962963,0.024083409425741636,0.5041596485893131,0.1918717459264677,0.23133345759027768,0.19297903131032298,0.0007075626565473308,0.0029439766607178832,,
exp2_xgb_dice_s456_n100,adult,3927.108864,adult_xgb,dice,737.5999265574501,2037.5562055971016,0.016898148148148148,0.008095235393539681,0.3251535658305768,0.28477044883370106,0.1800694066369033,0.22894523732086502,0.5579076728823938,0.2592388765157533,0.0,0.0
exp2_mlp_anchors_s42_n200,adult,12293.099047,adult_mlp,anchors,12019.181894901176,24085.169319388922,0.13966435185185186,0.2014903396952976,0.3080562518181398,0.23391885189745804,0.2560832007921251,0.25803738146357735,0.00031123150792764626,0.0017645190057514152,,
exp2_rf_anchors_s456_n50,adult,12981.9791,adult_rf,anchors,54957.778085139944,90724.25940409407,0.1521759259259259,0.22613753277089851,0.31735379220811816,0.2358769454399452,0.19994333333333336,0.19797381170806966,0.0007688650965213218,0.003235947169985141,,
exp2_mlp_shap_s123_n100,adult,479.590301,adult_mlp,shap,68.51924603513908,17.75272363985044,0.09259259259259257,1.3877787807814457e-17,0.7062356390236891,0.1539611644214664,0.44885757877380983,0.31108736445197654,0.313652863090414,0.23057804261743603,,
exp2_xgb_dice_s123_n200,adult,7657.856376,adult_xgb,dice,666.804232376453,1765.3978812852365,0.016678240740740743,0.007893476091446746,0.3203789595383501,0.2888512583915873,0.1791851574327302,0.23404884644220608,0.5645044842218236,0.26821193134729204,0.0,0.0
exp2_logreg_dice_s789_n50,adult,1611.385031,adult_logreg,dice,490.0501956500056,61.50685069888304,0.018148148148148146,0.01565444755956152,0.14572482951806143,0.2166945591226621,0.0617133622053054,0.12424439608502949,0.33400084028206595,0.3405263315601642,0.0,0.0
